state,year,quarter,level,name,type,count,amount
india,2018,1,state,maharashtra,TOTAL,16387034,21711613257.725674
india,2018,1,state,uttar pradesh,TOTAL,12537805,13939970923.223106
india,2018,1,state,karnataka,TOTAL,12016899,19217895314.012802
india,2018,1,state,west bengal,TOTAL,11710225,10625978552.140453
india,2018,1,state,andhra pradesh,TOTAL,9039585,11996276391.823706
india,2018,1,state,telangana,TOTAL,8522766,13308204118.542435
india,2018,1,state,madhya pradesh,TOTAL,8025395,8681603403.446348
india,2018,1,state,rajasthan,TOTAL,7591690,8926293130.72684
india,2018,1,state,delhi,TOTAL,7122754,11211503806.91996
india,2018,1,state,tamil nadu,TOTAL,6726622,11261557697.516891
india,2018,1,district,bengaluru urban,TOTAL,8306513,14162750303.06484
india,2018,1,district,pune,TOTAL,3842929,5378982326.835919
india,2018,1,district,central delhi,TOTAL,2997714,4312145216.274474
india,2018,1,district,mumbai,TOTAL,2671029,3923116793.952079
india,2018,1,district,chennai,TOTAL,2656230,4281137762.522443
india,2018,1,district,hyderabad,TOTAL,2545507,4287223789.76588
india,2018,1,district,jaipur,TOTAL,2417174,2953086960.1413727
india,2018,1,district,birbhum,TOTAL,2125816,2520486412.452376
india,2018,1,district,kolkata,TOTAL,2043129,2753347660.1429114
india,2018,1,district,bhopal,TOTAL,1704495,1905473874.8326716
india,2018,1,pincode,560001,TOTAL,2917356,4684262246.184548
india,2018,1,pincode,110006,TOTAL,2636324,3714139312.238586
india,2018,1,pincode,400008,TOTAL,2227885,3105208723.475169
india,2018,1,pincode,600003,TOTAL,2010196,2997847000.265506
india,2018,1,pincode,731101,TOTAL,1764956,2366771285.7278423
india,2018,1,pincode,700009,TOTAL,1390629,1851145374.4001179
india,2018,1,pincode,411001,TOTAL,1055656,1413523605.5956619
india,2018,1,pincode,500012,TOTAL,933013,1643061976.4262943
india,2018,1,pincode,462001,TOTAL,832846,898730606.684653
india,2018,1,pincode,201301,TOTAL,690196,987613438.9540119
india,2018,2,state,maharashtra,TOTAL,22285740,36357057241.12254
india,2018,2,state,west bengal,TOTAL,18082446,18629183470.204285
india,2018,2,state,uttar pradesh,TOTAL,17710943,25720201695.701435
india,2018,2,state,karnataka,TOTAL,17116447,33515580081.29709
india,2018,2,state,andhra pradesh,TOTAL,12353918,22883914272.633617
india,2018,2,state,telangana,TOTAL,10764670,23017201517.652737
india,2018,2,state,madhya pradesh,TOTAL,10561412,15924081066.680984
india,2018,2,state,tamil nadu,TOTAL,9992128,20125844276.267662
india,2018,2,state,rajasthan,TOTAL,9973697,15559086175.759623
india,2018,2,state,delhi,TOTAL,9373723,17446299902.205147
india,2018,2,district,bengaluru urban,TOTAL,11916035,23824727965.49048
india,2018,2,district,pune,TOTAL,5162876,8513428062.925206
india,2018,2,district,chennai,TOTAL,3719593,7305357440.752291
india,2018,2,district,central delhi,TOTAL,3589206,6223466821.092629
india,2018,2,district,mumbai,TOTAL,3277612,6048515205.760132
india,2018,2,district,jaipur,TOTAL,3175255,4952882923.415596
india,2018,2,district,hyderabad,TOTAL,3156805,6628159910.681627
india,2018,2,district,birbhum,TOTAL,2775489,3988930679.767912
india,2018,2,district,kolkata,TOTAL,2501448,4109821729.8900533
india,2018,2,district,north twenty four parganas,TOTAL,2119664,2509379355.091834
india,2018,2,pincode,560001,TOTAL,3777086,7545089760.607167
india,2018,2,pincode,110006,TOTAL,3069733,5237594871.124264
india,2018,2,pincode,600003,TOTAL,2771900,5194488793.022476
india,2018,2,pincode,400008,TOTAL,2631405,4703762207.003538
india,2018,2,pincode,731101,TOTAL,2134258,3697928407.603048
india,2018,2,pincode,700009,TOTAL,1473202,2566583723.725673
india,2018,2,pincode,411001,TOTAL,1316115,2145613783.5507011
india,2018,2,pincode,500012,TOTAL,1024336,2257038218.1929708
india,2018,2,pincode,201301,TOTAL,971854,1673280979.3831716
india,2018,2,pincode,462001,TOTAL,928983,1443626493.1959715
india,2018,3,state,west bengal,TOTAL,53705416,41843934183.177635
india,2018,3,state,maharashtra,TOTAL,31538538,52260817733.24835
india,2018,3,state,odisha,TOTAL,30052155,23094515775.585762
india,2018,3,state,uttar pradesh,TOTAL,26515356,37012114369.23937
india,2018,3,state,karnataka,TOTAL,25980261,48225091755.80772
india,2018,3,state,andhra pradesh,TOTAL,25626061,35718044599.21416
india,2018,3,state,telangana,TOTAL,19332703,32030093209.72354
india,2018,3,state,delhi,TOTAL,18547048,27375846860.618515
india,2018,3,state,madhya pradesh,TOTAL,17126985,24149742204.673225
india,2018,3,state,tamil nadu,TOTAL,15774078,29330092241.18405
india,2018,3,district,bengaluru urban,TOTAL,18405424,33812835282.27632
india,2018,3,district,central delhi,TOTAL,8165361,10515884583.426525
india,2018,3,district,pune,TOTAL,7890491,12601613622.467594
india,2018,3,district,birbhum,TOTAL,6066238,6130627463.516832
india,2018,3,district,chennai,TOTAL,5887343,10122319547.137985
india,2018,3,district,hyderabad,TOTAL,5786941,9503554478.108147
india,2018,3,district,khordha,TOTAL,5333443,4389717266.977921
india,2018,3,district,bankura,TOTAL,5179457,2464193070.534754
india,2018,3,district,jaipur,TOTAL,4954443,7882149494.55468
india,2018,3,district,north twenty four parganas,TOTAL,4856114,4545902671.152222
india,2018,3,pincode,110006,TOTAL,7198882,9029499185.157822
india,2018,3,pincode,560001,TOTAL,5764203,10161197002.295376
india,2018,3,pincode,600003,TOTAL,4430587,7070098756.153783
india,2018,3,pincode,400008,TOTAL,3111609,5436005565.19679
india,2018,3,pincode,731101,TOTAL,2644866,4429377129.783087
india,2018,3,pincode,700009,TOTAL,2531420,3555553312.5767612
india,2018,3,pincode,500012,TOTAL,1726388,3077635699.337487
india,2018,3,pincode,411001,TOTAL,1689517,2829639683.4067717
india,2018,3,pincode,221001,TOTAL,1439623,671779876.5266988
india,2018,3,pincode,201301,TOTAL,1438458,2181626866.4046803
india,2018,4,state,maharashtra,TOTAL,46090223,79518937047.82959
india,2018,4,state,karnataka,TOTAL,44812071,73008386576.05942
india,2018,4,state,west bengal,TOTAL,36513548,40489619211.70402
india,2018,4,state,uttar pradesh,TOTAL,36100767,55096743575.91497
india,2018,4,state,andhra pradesh,TOTAL,30759548,51473779406.84041
india,2018,4,state,delhi,TOTAL,29187719,39722857618.706436
india,2018,4,state,telangana,TOTAL,28921154,49509088448.04927
india,2018,4,state,tamil nadu,TOTAL,22457444,43302073975.890976
india,2018,4,state,madhya pradesh,TOTAL,21397555,33905608072.964783
india,2018,4,state,odisha,TOTAL,21142798,23429869571.55922
india,2018,4,district,bengaluru urban,TOTAL,33061353,50279165003.07312
india,2018,4,district,pune,TOTAL,11075153,18048884123.019886
india,2018,4,district,central delhi,TOTAL,9373395,13878492766.290386
india,2018,4,district,hyderabad,TOTAL,9360515,14727846731.548256
india,2018,4,district,chennai,TOTAL,8007699,14632395110.56675
india,2018,4,district,jaipur,TOTAL,7271209,12107341570.492035
india,2018,4,district,gautam buddha nagar,TOTAL,6083056,7483532543.63562
india,2018,4,district,mumbai,TOTAL,6060284,11506143747.453331
india,2018,4,district,rangareddy,TOTAL,5803319,9396311751.227482
india,2018,4,district,kolkata,TOTAL,5401244,8502095208.881001
india,2018,4,pincode,560001,TOTAL,7725284,14030425393.295612
india,2018,4,pincode,110006,TOTAL,7532374,11605568511.039162
india,2018,4,pincode,600003,TOTAL,5539392,10066365923.24963
india,2018,4,pincode,400008,TOTAL,4586309,8474903607.1238575
india,2018,4,pincode,731101,TOTAL,3284268,5847016363.011223
india,2018,4,pincode,700009,TOTAL,2939284,4991163446.523161
india,2018,4,pincode,500012,TOTAL,2576408,4841883809.168822
india,2018,4,pincode,201301,TOTAL,2504916,3217987818.841588
india,2018,4,pincode,411001,TOTAL,2176631,3917444399.4306126
india,2018,4,pincode,560068,TOTAL,1630650,1941175277.185885
india,2019,1,state,karnataka,TOTAL,86587609,117976382145.74966
india,2019,1,state,maharashtra,TOTAL,75079069,111420690920.33997
india,2019,1,state,telangana,TOTAL,65290702,95523262035.66321
india,2019,1,state,uttar pradesh,TOTAL,57324504,76524180134.0167
india,2019,1,state,andhra pradesh,TOTAL,57264522,83760595917.0792
india,2019,1,state,west bengal,TOTAL,47626388,50164672623.8785
india,2019,1,state,delhi,TOTAL,47007327,58469131789.49733
india,2019,1,state,rajasthan,TOTAL,43956040,61141158575.55252
india,2019,1,state,madhya pradesh,TOTAL,37301049,48070279522.042015
india,2019,1,state,odisha,TOTAL,34031942,35427127930.698456
india,2019,1,district,bengaluru urban,TOTAL,65174133,82111161572.76288
india,2019,1,district,hyderabad,TOTAL,24838664,34892156029.40753
india,2019,1,district,pune,TOTAL,23360634,32233517413.825317
india,2019,1,district,jaipur,TOTAL,19178441,25043540802.372772
india,2019,1,district,rangareddy,TOTAL,12952050,17677048557.63253
india,2019,1,district,central delhi,TOTAL,12885975,16258175800.83931
india,2019,1,district,chennai,TOTAL,11642449,18810971714.51368
india,2019,1,district,gautam buddha nagar,TOTAL,10750094,10286434896.5461
india,2019,1,district,medchal malkajgiri,TOTAL,10127087,13392043971.075241
india,2019,1,district,new delhi,TOTAL,10000765,13939472234.96883
india,2019,1,pincode,560001,TOTAL,16241340,23597361226.512825
india,2019,1,pincode,110006,TOTAL,10251048,13201959766.05106
india,2019,1,pincode,500012,TOTAL,9957548,15399177052.931395
india,2019,1,pincode,600003,TOTAL,8217185,12799152324.27052
india,2019,1,pincode,110011,TOTAL,6689740,9632804730.117004
india,2019,1,pincode,400008,TOTAL,6494529,10238553958.763014
india,2019,1,pincode,700009,TOTAL,6353573,7885002278.529919
india,2019,1,pincode,411006,TOTAL,5641935,9202990658.018358
india,2019,1,pincode,302001,TOTAL,4954219,7600396570.221162
india,2019,1,pincode,201301,TOTAL,4596696,4223121104.413077
india,2019,2,state,karnataka,TOTAL,115401604,163702024226.0841
india,2019,2,state,maharashtra,TOTAL,101149853,153294470088.05945
india,2019,2,state,telangana,TOTAL,89610379,155676443182.43457
india,2019,2,state,uttar pradesh,TOTAL,58883500,98917519370.67831
india,2019,2,state,delhi,TOTAL,57171512,81706816063.62862
india,2019,2,state,andhra pradesh,TOTAL,56409015,113634518758.22931
india,2019,2,state,rajasthan,TOTAL,50009286,89107313172.66756
india,2019,2,state,west bengal,TOTAL,47023535,57105691119.11844
india,2019,2,state,madhya pradesh,TOTAL,40846013,68334566380.56182
india,2019,2,state,tamil nadu,TOTAL,32171737,64207676025.75553
india,2019,2,district,bengaluru urban,TOTAL,89148659,113389910485.89922
india,2019,2,district,pune,TOTAL,44795652,58398808592.1738
india,2019,2,district,hyderabad,TOTAL,43511186,73949377453.0185
india,2019,2,district,jaipur,TOTAL,27449382,46056907216.76753
india,2019,2,district,new delhi,TOTAL,23313548,36146671717.918365
india,2019,2,district,rangareddy,TOTAL,16348519,25359412038.382965
india,2019,2,district,patna,TOTAL,13421445,26125484618.416542
india,2019,2,district,khordha,TOTAL,13339889,19006076643.493904
india,2019,2,district,kolkata,TOTAL,13259522,17260848900.77318
india,2019,2,district,lucknow,TOTAL,12624404,22426462674.94428
india,2019,2,pincode,560001,TOTAL,27169035,40026681539.0066
india,2019,2,pincode,500012,TOTAL,23303184,42709920754.79193
india,2019,2,pincode,411006,TOTAL,22544991,34073354893.758354
india,2019,2,pincode,110011,TOTAL,20001452,31366326747.68567
india,2019,2,pincode,302001,TOTAL,14130072,26047079270.71371
india,2019,2,pincode,700009,TOTAL,9694969,12068405239.946836
india,2019,2,pincode,800015,TOTAL,9362673,19331794343.882797
india,2019,2,pincode,226004,TOTAL,8966947,16438621373.818607
india,2019,2,pincode,751002,TOTAL,8318660,12733845249.989027
india,2019,2,pincode,600003,TOTAL,6992850,13700604318.48539
india,2019,3,state,karnataka,TOTAL,170733735,214536720438.18292
india,2019,3,state,maharashtra,TOTAL,148735581,199617506744.94272
india,2019,3,state,telangana,TOTAL,121495376,201930021130.42365
india,2019,3,state,andhra pradesh,TOTAL,76288614,139447944254.78943
india,2019,3,state,delhi,TOTAL,69537876,103196812046.45712
india,2019,3,state,uttar pradesh,TOTAL,68623959,111268137475.02844
india,2019,3,state,rajasthan,TOTAL,67303617,112468290031.92343
india,2019,3,state,west bengal,TOTAL,66444829,70540532616.82985
india,2019,3,state,madhya pradesh,TOTAL,53610411,77676321491.22867
india,2019,3,state,odisha,TOTAL,41422272,57304577359.217094
india,2019,3,district,bengaluru urban,TOTAL,131234422,150244275641.79712
india,2019,3,district,pune,TOTAL,67093416,78128868958.39702
india,2019,3,district,hyderabad,TOTAL,55159072,96365182751.25804
india,2019,3,district,jaipur,TOTAL,36334520,58402103360.67965
india,2019,3,district,new delhi,TOTAL,24687138,43288057341.92169
india,2019,3,district,rangareddy,TOTAL,23655175,33663962263.155968
india,2019,3,district,khordha,TOTAL,18364742,25509656902.49331
india,2019,3,district,medchal malkajgiri,TOTAL,17492750,23256556346.306458
india,2019,3,district,visakhapatnam,TOTAL,16694947,26944837120.046288
india,2019,3,district,kolkata,TOTAL,16306691,21451201632.248753
india,2019,3,pincode,560001,TOTAL,34182229,49823702321.09828
india,2019,3,pincode,500012,TOTAL,27360144,55516914964.120514
india,2019,3,pincode,411006,TOTAL,25995035,42031275308.282005
india,2019,3,pincode,110011,TOTAL,20159577,36968948004.60185
india,2019,3,pincode,302001,TOTAL,15037317,31903765546.790287
india,2019,3,pincode,700009,TOTAL,11494363,14573984421.133255
india,2019,3,pincode,751002,TOTAL,9990982,16300297217.157505
india,2019,3,pincode,800015,TOTAL,8554034,21451659382.23745
india,2019,3,pincode,400008,TOTAL,7234595,14467758895.186302
india,2019,3,pincode,226004,TOTAL,6687157,17110382946.6282
india,2019,4,state,karnataka,TOTAL,237796252,295047143447.2384
india,2019,4,state,maharashtra,TOTAL,201260620,272994428799.56488
india,2019,4,state,telangana,TOTAL,163572258,280746765547.7425
india,2019,4,state,andhra pradesh,TOTAL,107218103,200948315488.80518
india,2019,4,state,west bengal,TOTAL,96805838,88203610254.64601
india,2019,4,state,uttar pradesh,TOTAL,86905005,145538926507.3059
india,2019,4,state,rajasthan,TOTAL,85074242,159452410049.68317
india,2019,4,state,delhi,TOTAL,80744997,129024467424.89066
india,2019,4,state,madhya pradesh,TOTAL,68131989,104687926790.8659
india,2019,4,state,odisha,TOTAL,64995633,79769373632.04843
india,2019,4,district,bengaluru urban,TOTAL,180458808,199966708446.8142
india,2019,4,district,pune,TOTAL,91666565,103270644868.1607
india,2019,4,district,hyderabad,TOTAL,72987282,130230415629.3025
india,2019,4,district,jaipur,TOTAL,44335592,81782144762.48987
india,2019,4,district,rangareddy,TOTAL,31237803,44757331443.568375
india,2019,4,district,new delhi,TOTAL,29048107,54398427887.76768
india,2019,4,district,khordha,TOTAL,27477393,34227232121.528633
india,2019,4,district,visakhapatnam,TOTAL,23594874,39133296330.044624
india,2019,4,district,medchal malkajgiri,TOTAL,22999944,31417907129.793076
india,2019,4,district,kolkata,TOTAL,21917627,26475748918.32508
india,2019,4,pincode,560001,TOTAL,48600127,67204107791.7798
india,2019,4,pincode,411006,TOTAL,32779718,51360244641.273315
india,2019,4,pincode,500012,TOTAL,32637373,67244225971.71475
india,2019,4,pincode,110011,TOTAL,22861243,44827058149.79611
india,2019,4,pincode,302001,TOTAL,17153003,41220743922.1253
india,2019,4,pincode,700009,TOTAL,16310685,18429094743.25623
india,2019,4,pincode,751002,TOTAL,13743261,19669451911.7042
india,2019,4,pincode,400008,TOTAL,10498727,22289347327.905037
india,2019,4,pincode,800015,TOTAL,10441675,26228173437.46787
india,2019,4,pincode,600003,TOTAL,10008230,21375916666.727257
india,2020,1,state,karnataka,TOTAL,271033890,353402054999.4003
india,2020,1,state,maharashtra,TOTAL,238944081,319995196718.0683
india,2020,1,state,telangana,TOTAL,199409525,371343780368.2118
india,2020,1,state,andhra pradesh,TOTAL,127677357,252737214289.0485
india,2020,1,state,rajasthan,TOTAL,102258812,190308238561.00217
india,2020,1,state,uttar pradesh,TOTAL,97239132,172416434960.69037
india,2020,1,state,delhi,TOTAL,81747604,133616543642.58943
india,2020,1,state,madhya pradesh,TOTAL,79366746,126737281436.18527
india,2020,1,state,tamil nadu,TOTAL,66953473,116569686179.4346
india,2020,1,state,west bengal,TOTAL,66250381,96653305190.9406
india,2020,1,district,bengaluru urban,TOTAL,200174352,231970686013.7528
india,2020,1,district,pune,TOTAL,107497963,119146177775.3236
india,2020,1,district,hyderabad,TOTAL,94177232,183207208610.81787
india,2020,1,district,jaipur,TOTAL,52623661,98360847993.80875
india,2020,1,district,rangareddy,TOTAL,31802492,45881228273.95146
india,2020,1,district,visakhapatnam,TOTAL,27115031,48809747614.678894
india,2020,1,district,medchal malkajgiri,TOTAL,25458101,37404467180.931694
india,2020,1,district,central delhi,TOTAL,24757650,41219414205.0607
india,2020,1,district,mumbai suburban,TOTAL,23598054,40462122569.6479
india,2020,1,district,khordha,TOTAL,23152370,39755139238.6053
india,2020,1,pincode,500001,TOTAL,63671159,139394865595.49792
india,2020,1,pincode,560001,TOTAL,57330889,81134886975.52737
india,2020,1,pincode,411004,TOTAL,43278566,64894935103.99599
india,2020,1,pincode,302016,TOTAL,24180734,56174137377.66255
india,2020,1,pincode,110006,TOTAL,19881142,34803706848.31907
india,2020,1,pincode,600003,TOTAL,14352747,29310364582.884754
india,2020,1,pincode,110001,TOTAL,13167147,27716426760.692245
india,2020,1,pincode,700009,TOTAL,13084249,24503076745.659294
india,2020,1,pincode,751001,TOTAL,11782987,25543182753.84958
india,2020,1,pincode,400070,TOTAL,10817537,21066837485.651253
india,2020,2,state,karnataka,TOTAL,213221712,321104877020.14185
india,2020,2,state,maharashtra,TOTAL,184790761,296359517159.4161
india,2020,2,state,telangana,TOTAL,152055143,321531839352.42236
india,2020,2,state,andhra pradesh,TOTAL,144917855,302583689746.5449
india,2020,2,state,rajasthan,TOTAL,101954656,193763273003.28284
india,2020,2,state,uttar pradesh,TOTAL,100851965,178744016130.31216
india,2020,2,state,madhya pradesh,TOTAL,76340573,147922015289.08447
india,2020,2,state,delhi,TOTAL,66042018,107873438203.3316
india,2020,2,state,west bengal,TOTAL,57676797,100099431877.35757
india,2020,2,state,bihar,TOTAL,53386742,128806523628.85289
india,2020,2,district,bengaluru urban,TOTAL,132120979,176357097466.7659
india,2020,2,district,pune,TOTAL,58840981,94890914730.75931
india,2020,2,district,hyderabad,TOTAL,56374644,130820061488.30273
india,2020,2,district,jaipur,TOTAL,43871862,88270816977.90562
india,2020,2,district,visakhapatnam,TOTAL,25300401,48293889917.41437
india,2020,2,district,rangareddy,TOTAL,18068048,31273545586.261536
india,2020,2,district,medchal malkajgiri,TOTAL,17860704,29732057894.607735
india,2020,2,district,central delhi,TOTAL,17641823,30418597739.3527
india,2020,2,district,khordha,TOTAL,16842715,34814877058.416145
india,2020,2,district,ahmadabad,TOTAL,16430916,32731896547.150326
india,2020,2,pincode,500001,TOTAL,39752686,101961882246.87434
india,2020,2,pincode,560001,TOTAL,38973791,66590268182.415665
india,2020,2,pincode,411004,TOTAL,27617700,58352702890.56202
india,2020,2,pincode,302016,TOTAL,22032140,53610675078.51194
india,2020,2,pincode,110006,TOTAL,14401400,26006450222.981194
india,2020,2,pincode,110001,TOTAL,9780539,21370003546.27849
india,2020,2,pincode,800001,TOTAL,9603835,29875811977.924408
india,2020,2,pincode,751001,TOTAL,9411361,23813152297.287315
india,2020,2,pincode,600003,TOTAL,8641869,22394007817.575096
india,2020,2,pincode,380001,TOTAL,8490730,21210698645.19712
india,2020,3,state,karnataka,TOTAL,300360531,470740515696.6945
india,2020,3,state,maharashtra,TOTAL,268310924,440307079012.4761
india,2020,3,state,telangana,TOTAL,236372126,505961144755.88367
india,2020,3,state,andhra pradesh,TOTAL,204902935,467084130584.9388
india,2020,3,state,rajasthan,TOTAL,149088676,293678306162.4698
india,2020,3,state,uttar pradesh,TOTAL,127405259,248689955423.05322
india,2020,3,state,madhya pradesh,TOTAL,108579881,205701679984.5376
india,2020,3,state,delhi,TOTAL,96491861,175163962804.6604
india,2020,3,state,west bengal,TOTAL,79954504,156813355855.1383
india,2020,3,state,bihar,TOTAL,71503748,173328865111.81442
india,2020,3,district,bengaluru urban,TOTAL,188947684,261095181780.0901
india,2020,3,district,pune,TOTAL,101472134,154366363808.0403
india,2020,3,district,hyderabad,TOTAL,99285803,228448742377.47607
india,2020,3,district,jaipur,TOTAL,71797182,138189424031.4575
india,2020,3,district,visakhapatnam,TOTAL,34421299,67628440368.111465
india,2020,3,district,central delhi,TOTAL,32203761,61527717933.93762
india,2020,3,district,rangareddy,TOTAL,29573243,51787722036.044556
india,2020,3,district,bhopal,TOTAL,29560361,57525605025.512215
india,2020,3,district,medchal malkajgiri,TOTAL,28698311,48831695001.78223
india,2020,3,district,khordha,TOTAL,23387123,44638448273.52248
india,2020,3,pincode,500001,TOTAL,70732132,177532009421.7673
india,2020,3,pincode,560001,TOTAL,56516908,95602796543.47356
india,2020,3,pincode,411004,TOTAL,49082232,94100767700.43585
india,2020,3,pincode,302016,TOTAL,34723808,78104750484.0607
india,2020,3,pincode,110006,TOTAL,27731187,53768475790.81149
india,2020,3,pincode,462008,TOTAL,18608188,42836925858.3958
india,2020,3,pincode,800001,TOTAL,14656027,41210183921.21666
india,2020,3,pincode,700009,TOTAL,14161961,35897930520.847115
india,2020,3,pincode,751001,TOTAL,11770940,27337331950.38349
india,2020,3,pincode,110001,TOTAL,11598940,25361403335.98009
india,2020,4,state,karnataka,TOTAL,431536984,658036698565.0032
india,2020,4,state,maharashtra,TOTAL,407621004,622155530832.2585
india,2020,4,state,telangana,TOTAL,343643787,696350439226.9452
india,2020,4,state,andhra pradesh,TOTAL,286118552,654841546033.3186
india,2020,4,state,rajasthan,TOTAL,190283435,386034779836.48376
india,2020,4,state,uttar pradesh,TOTAL,178167517,357428826778.2578
india,2020,4,state,madhya pradesh,TOTAL,153652541,284275139772.3589
india,2020,4,state,delhi,TOTAL,120540417,216265088224.54358
india,2020,4,state,tamil nadu,TOTAL,111179701,206473197500.99268
india,2020,4,state,west bengal,TOTAL,100340645,199165491365.6468
india,2020,4,district,bengaluru urban,TOTAL,267720411,352536741958.4486
india,2020,4,district,pune,TOTAL,142350762,182511549425.14316
india,2020,4,district,hyderabad,TOTAL,117008707,243045184188.2821
india,2020,4,district,jaipur,TOTAL,82378485,159641718978.41748
india,2020,4,district,rangareddy,TOTAL,53405219,89256130453.08658
india,2020,4,district,medchal malkajgiri,TOTAL,49900746,81801106073.41168
india,2020,4,district,visakhapatnam,TOTAL,46551467,91879823025.40399
india,2020,4,district,bhopal,TOTAL,38492334,67905952477.88091
india,2020,4,district,central delhi,TOTAL,32194168,61575435521.28284
india,2020,4,district,mumbai suburban,TOTAL,31947471,52567087497.07483
india,2020,4,pincode,500001,TOTAL,63797806,154104662898.10648
india,2020,4,pincode,560001,TOTAL,56310863,93518053649.26508
india,2020,4,pincode,411004,TOTAL,48628369,83733590846.60262
india,2020,4,pincode,302016,TOTAL,31028451,71599277148.69725
india,2020,4,pincode,110006,TOTAL,24969702,48831647275.471146
india,2020,4,pincode,462008,TOTAL,20637374,44520942803.43778
india,2020,4,pincode,800001,TOTAL,14983099,39976507362.54611
india,2020,4,pincode,600003,TOTAL,11690163,26114457256.846283
india,2020,4,pincode,751001,TOTAL,11637193,26523469788.723434
india,2020,4,pincode,700009,TOTAL,11305243,28555964654.22016
india,2021,1,state,karnataka,TOTAL,523797492,754995357412.3948
india,2021,1,state,maharashtra,TOTAL,517860240,769887352153.2483
india,2021,1,state,telangana,TOTAL,412572110,799359264046.5657
india,2021,1,state,andhra pradesh,TOTAL,289747970,672444670176.5881
india,2021,1,state,rajasthan,TOTAL,252730919,491492581657.63354
india,2021,1,state,uttar pradesh,TOTAL,204499547,396287587577.55756
india,2021,1,state,madhya pradesh,TOTAL,201998498,343533954382.3015
india,2021,1,state,delhi,TOTAL,157359004,266928345043.49225
india,2021,1,state,tamil nadu,TOTAL,136556674,248668143873.65317
india,2021,1,state,west bengal,TOTAL,118254052,242937207475.51984
india,2021,1,district,bengaluru urban,TOTAL,348712787,432401341231.7671
india,2021,1,district,pune,TOTAL,208930588,253623629237.65796
india,2021,1,district,hyderabad,TOTAL,169703372,316572388133.7874
india,2021,1,district,jaipur,TOTAL,125917532,223771205713.25284
india,2021,1,district,bhopal,TOTAL,67309234,101725720745.41443
india,2021,1,district,rangareddy,TOTAL,60675056,98883148961.30931
india,2021,1,district,medchal malkajgiri,TOTAL,54854446,87516738646.29623
india,2021,1,district,central delhi,TOTAL,54173342,90711721159.77658
india,2021,1,district,mumbai suburban,TOTAL,49079788,75911506798.24135
india,2021,1,district,visakhapatnam,TOTAL,48248923,95308386037.8472
india,2021,1,pincode,560001,TOTAL,111898471,154275126291.57785
india,2021,1,pincode,500001,TOTAL,107274281,218270126529.36053
india,2021,1,pincode,411004,TOTAL,99287169,142692099313.18896
india,2021,1,pincode,302016,TOTAL,65639307,124138636281.23145
india,2021,1,pincode,110006,TOTAL,46104924,76683904356.11441
india,2021,1,pincode,462008,TOTAL,45920869,76097617508.03972
india,2021,1,pincode,800001,TOTAL,30937663,68071234953.67711
india,2021,1,pincode,600003,TOTAL,25512152,44939868773.04714
india,2021,1,pincode,400070,TOTAL,25090098,39416189451.46673
india,2021,1,pincode,751001,TOTAL,24151383,44482729136.236565
india,2021,2,state,maharashtra,TOTAL,573616486,915115055623.7152
india,2021,2,state,karnataka,TOTAL,530649046,837887151230.051
india,2021,2,state,telangana,TOTAL,495867544,1027958332797.5903
india,2021,2,state,andhra pradesh,TOTAL,352767134,850737499108.2987
india,2021,2,state,rajasthan,TOTAL,287477039,561702765169.2324
india,2021,2,state,uttar pradesh,TOTAL,241949131,482172489166.39343
india,2021,2,state,madhya pradesh,TOTAL,223314680,425500768035.631
india,2021,2,state,delhi,TOTAL,170157264,281941097684.5416
india,2021,2,state,bihar,TOTAL,155603622,374580255186.58875
india,2021,2,state,tamil nadu,TOTAL,146158442,263487341026.54623
india,2021,2,district,bengaluru urban,TOTAL,326804307,444422398357.67755
india,2021,2,district,pune,TOTAL,218732925,298657497266.993
india,2021,2,district,hyderabad,TOTAL,212326623,424872741465.13696
india,2021,2,district,jaipur,TOTAL,137247139,248390977964.5579
india,2021,2,district,bhopal,TOTAL,74643630,127038866031.39793
india,2021,2,district,rangareddy,TOTAL,63155281,113987187628.93881
india,2021,2,district,central delhi,TOTAL,62131856,100895875737.76093
india,2021,2,district,medchal malkajgiri,TOTAL,58755991,102864360004.68025
india,2021,2,district,visakhapatnam,TOTAL,54390299,114439012713.35336
india,2021,2,district,patna,TOTAL,53400850,114936398151.99364
india,2021,2,pincode,500001,TOTAL,148864777,315432046413.6635
india,2021,2,pincode,560001,TOTAL,123224371,183498284704.3348
india,2021,2,pincode,411004,TOTAL,120795663,186134320440.93646
india,2021,2,pincode,302016,TOTAL,81782827,152295120262.96942
india,2021,2,pincode,462008,TOTAL,57596018,101902493881.58667
india,2021,2,pincode,110006,TOTAL,54888173,88849307061.74399
india,2021,2,pincode,800001,TOTAL,42836603,91781680811.21812
india,2021,2,pincode,600003,TOTAL,31694305,54282023022.639435
india,2021,2,pincode,751001,TOTAL,30961581,53565783087.01067
india,2021,2,pincode,700009,TOTAL,30775525,59587220231.94326
india,2021,3,state,maharashtra,TOTAL,792874060,1159257305167.4514
india,2021,3,state,karnataka,TOTAL,753296539,1133234739157.5984
india,2021,3,state,telangana,TOTAL,622886768,1178289126292.2617
india,2021,3,state,andhra pradesh,TOTAL,432032550,984218035564.1218
india,2021,3,state,rajasthan,TOTAL,400284753,710511328542.4897
india,2021,3,state,madhya pradesh,TOTAL,311443334,504412603851.49896
india,2021,3,state,uttar pradesh,TOTAL,306543384,557080841279.8989
india,2021,3,state,delhi,TOTAL,238760608,383858316548.281
